rec_id,nr_hit,species,group member,method,classification,notes,Old_rec_id,Old_fasta_name
D2YZY0,WP_016726757.1,Ralstonia solanacearum,,,,,,
D2YZY4,NJZ82295.1,Ralstonia solanacearum,,,,,,
D2YZY5,NJZ71288.1,Ralstonia solanacearum,,,,,,
D2YZY6,AXW47393.1,Ralstonia solanacearum,,,,,,
D2YZY7,WP_043885994.1,Ralstonia solanacearum,,,,,,
D2YZY8,WP_071508180.1,Ralstonia solanacearum,,,,,,
D2YZZ0,WP_118888109.1,Ralstonia solanacearum,,,,,,
D2YZZ1,WP_038937612.1,Ralstonia solanacearum,,,,,,
D2YZZ2,WP_023470062.1,Ralstonia solanacearum,,,,,,
common_rip42__uniprot_D2YZZ3__genbank_CUV19694.1__species_Ralstonia_solanacearum,AOE91574.1,Ralstonia solanacearum,Naama,Cya,proven,,D2YZZ3,D2YZZ3_Ralstonia_solanacearum typeIII
D2YZZ4,KAF3458524.1,Ralstonia solanacearum,,,,,,
D2YZZ5,WP_081365180.1,Ralstonia solanacearum,,,,,,
D2YZZ7,NJZ68199.1,Ralstonia solanacearum,,,,,,
D2YZZ8,WP_023470068.1,Ralstonia solanacearum,,,,,,
D2Z000,NJZ67540.1,Ralstonia solanacearum,,,,,,
D2Z001,NJZ66833.1,Ralstonia solanacearum,,,,,,
D2Z004,BAI67933.1,Ralstonia solanacearum,,,,,,
D2Z005,BAI68381.1,Ralstonia solanacearum,,,,,,
D2Z006,BAI68382.1,Ralstonia solanacearum,,,,,,
D8MYL2,WP_013209172.1,Ralstonia solanacearum,,,,,,
D8N0M0,WP_013209882.1,Ralstonia solanacearum,,,,,,
D8N0U1,WP_013209954.1,Ralstonia solanacearum,,,,,,
D8N4C7,WP_020747143.1,Ralstonia solanacearum,,,,,,
D8N4V8,WP_020749154.1,Ralstonia solanacearum,,,,,,
D8N4V9,WP_020749155.1,Ralstonia solanacearum,,,,,,
D8N5P7,WP_043899393.1,Ralstonia solanacearum,,,,,,
D8N6P0,WP_020747516.1,Ralstonia solanacearum,,,,,,
D8N783,WP_020749551.1,Ralstonia solanacearum,,,,,,
D8N9J6,WP_020749919.1,Ralstonia solanacearum,,,,,,
D8NC18,WP_043899324.1,Ralstonia solanacearum,,,,,,
D8NEB0,WP_014631792.1,Ralstonia solanacearum,,,,,,
D8NFQ4,WP_014630691.1,Ralstonia solanacearum,,,,,,
D8NGC2,WP_148292920.1,Ralstonia solanacearum,,,,,,
D8NHH7,WP_014631281.1,Ralstonia solanacearum,,,,,,
D8NHY1,WP_014631422.1,Ralstonia solanacearum,,,,,,
D8NNT9,WP_013205135.1,Ralstonia solanacearum,,,,,,
D8NTP6,WP_013212509.1,Ralstonia solanacearum,,,,,,
D8NU53,WP_013212674.1,Ralstonia solanacearum,,,,,,
D8NU54,WP_013212675.1,Ralstonia solanacearum,,,,,,
D8NWD2,AXV82273.1,Ralstonia solanacearum,,,,,,
D8NXR3,WP_013213375.1,Ralstonia solanacearum,,,,,,
D8NY36,WP_013211456.1,Ralstonia solanacearum,,,,,,
D8P012,WP_013213770.1,Ralstonia solanacearum,,,,,,
D8P2J8,WP_013207685.1,Ralstonia solanacearum,,,,,,
D8P3Q5,WP_013208058.1,Ralstonia solanacearum,,,,,,
D8P4B0,WP_013208251.1,Ralstonia solanacearum,,,,,,
D8P4B2,WP_013208253.1,Ralstonia solanacearum,,,,,,
F6G049,WP_014616620.1,Ralstonia solanacearum,,,,,,
F6G0Z1,WP_014617037.1,Ralstonia solanacearum,,,,,,
F6G105,WP_014617051.1,Ralstonia solanacearum,,,,,,
F6G214,WP_014617195.1,Ralstonia solanacearum,,,,,,
F6G2N7,WP_014617595.1,Ralstonia solanacearum,,,,,,
F6G2T8,WP_042549120.1,Ralstonia solanacearum,,,,,,
F6G507,WP_014617810.1,Ralstonia solanacearum,,,,,,
F6G5L3,WP_042549147.1,Ralstonia solanacearum,,,,,,
F6G5M5,WP_014618158.1,Ralstonia solanacearum,,,,,,
F6G6F0,WP_014615659.1,Ralstonia solanacearum,,,,,,
F6G6M2,WP_014615731.1,Ralstonia solanacearum,,,,,,
F6G758,WP_014618402.1,Ralstonia solanacearum,,,,,,
F6G800,WP_014618360.1,Ralstonia solanacearum,,,,,,
F6G903,WP_014619064.1,Ralstonia solanacearum,,,,,,
F6G9K4,WP_014619497.1,Ralstonia solanacearum,,,,,,
F6G9L1,WP_197337283.1,Ralstonia solanacearum,,,,,,
F6G9Y8,WP_014618984.1,Ralstonia solanacearum,,,,,,
F6GAC9,WP_014619247.1,Ralstonia solanacearum,,,,,,
F6GAL4,WP_061581084.1,Ralstonia solanacearum,,,,,,
F6GAT8,WP_014619580.1,Ralstonia solanacearum,,,,,,
F6GAU3,WP_014619585.1,Ralstonia solanacearum,,,,,,
F6GAZ8,WP_014619688.1,Ralstonia solanacearum,,,,,,
F6GBA2,WP_014619416.1,Ralstonia solanacearum,,,,,,
F6GBL5,WP_014619711.1,Ralstonia solanacearum,,,,,,
F6GBT0,WP_014619771.1,Ralstonia solanacearum,,,,,,
PopW_ABK32385.1,ABK32385.1,Ralstonia solanacearum,,,,,,
Q68A35,WP_118909789.1,Ralstonia solanacearum,,,,,,
Q68A36,WP_080672974.1,Ralstonia solanacearum,,,,,,
Q700U6,WP_200762062.1,Ralstonia solanacearum,,,,,,
Q700U7,WP_020832996.1,Ralstonia solanacearum,,,,,,
Q84IE8,BAC55932.1,Ralstonia solanacearum,,,,,,
common_rip17__uniprot_Q8XYF8__genbank_CAD15502.2__species__Ralstonia_solanacearum,AKZ26218.1,Ralstonia solanacearum,Iris,cya,proven,,Q8XYF8,Q8XYF8_Ralstonia_solanacearum typeIII
RipAA,NKA15689.1,Ralstonia solanacearum,,,,,,
RipAB,WP_020957781.1,Ralstonia solanacearum,,,,,,
RipAW,KAF3458787.1,Ralstonia solanacearum,,,,,,
ripAX2,AWD93473.1,Ralstonia solanacearum,,,,,,
RipBH,WP_020957625.1,Ralstonia solanacearum,,,,,,
ripF1,WP_003261368.1,Ralstonia solanacearum,,,,,,
RipF2,WP_003261350.1,Ralstonia solanacearum,,,,,,
ripG7,ALC76523.1,Ralstonia solanacearum,,,,,,
RipM,WP_003265408.1,Ralstonia solanacearum,,,,,,
RipS1,KAF3462073.1,Ralstonia solanacearum,,,,,,
RipS2,AST89191.1,Ralstonia solanacearum,,,,,,
RipTAL,CTQ57118.1,Ralstonia solanacearum,,,,,,
sp|Q68A49|RIP19_RALSLTAL,WP_021155901.1,Ralstonia solanacearum,,,,,,
tr|C0SPP7|C0SPP7_RALSLType,WP_172833510.1,Ralstonia solanacearum,,,,,,
tr|C0SPP9|C0SPP9_RALSLType,WP_043885547.1,Ralstonia solanacearum,,,,,,
tr|C0SPQ0|C0SPQ0_RALSLType,WP_071624170.1,Ralstonia solanacearum,,,,,,
tr|C0SPQ1|C0SPQ1_RALSLType,WP_021155672.1,Ralstonia solanacearum,,,,,,
tr|C0SPQ3|C0SPQ3_RALSLType,NJZ67003.1,Ralstonia solanacearum,,,,,,
tr|C0SPQ6|C0SPQ6_RALSLHrp-secreted,WP_016723760.1,Ralstonia solanacearum,,,,,,
tr|D2YZZ9|D2YZZ9_RALSL,WP_016725077.1,Ralstonia solanacearum,,,,,,
tr|D8P729|D8P729_RALSLType,WP_176462252.1,Ralstonia solanacearum,,,,,,
tr|Q700W1|Q700W1_RALSLAvirulence,WP_051048318.1,Ralstonia solanacearum,,,,,,
common_rip19__uniprot_Q8XYE3__genbank_CAD15517.1__species__Ralstonia_solanacearum,Q8XYE3.1,Ralstonia solanacearum (strain GMI1000),Iris,cya,proven,,sp|Q8XYE3|BRG11_RALSOTAL,sp|Q8XYE3|BRG11_RALSOTAL_Ralstonia_solanacearum_(strain_GMI1000) effector protein Brg11 OS=Ralstonia solanacearum (strain GMI1000) GN=brg11 PE=1 SV=1|1|
common_rip49/popA__uniprot_Q9RBS0__genbank_WP_011004174.1__species__Ralstonia_solanacearum,WP_011004174.1,Ralstonia solanacearum (strain GMI1000),Iris,cya,proven,,sp|Q9RBS0|POPA_RALSOProtein,sp|Q9RBS0|POPA_RALSOProtein_Ralstonia_solanacearum_(strain_GMI1000) PopA1 OS=Ralstonia solanacearum (strain GMI1000) GN=popA PE=1 SV=1|24391954|
sp|Q9RBS2|POPC_RALSOProtein,WP_011004172.1,Ralstonia solanacearum (strain GMI1000),,,,,,
common_rip64__uniprot_Q8XQE6__genbank_CAD18432.2__species__Ralstonia_solanacearum,WP_043876876.1,Ralstonia solanacearum (strain GMI1000),Iris,cya,proven,,tr|Q8XQE6|Q8XQE6_RALSOPutative,tr|Q8XQE6|Q8XQE6_RALSOPutative_Ralstonia_solanacearum_(strain_GMI1000) type III effector protein OS=Ralstonia solanacearum (strain GMI1000) GN=RSp1281 PE=4 SV=2|26120140|
common_rip29__uniprot_Q8XTK9__genbank_WP_011003416.1__species__Ralstonia_solanacearum,WP_011003416.1,Ralstonia solanacearum (strain GMI1000),Iris,cya,proven,,tr|Q8XTK9|Q8XTK9_RALSOType,tr|Q8XTK9|Q8XTK9_RALSOType_Ralstonia_solanacearum_(strain_GMI1000) III effector protein awr1 OS=Ralstonia solanacearum (strain GMI1000) GN=ripA PE=4 SV=1|26120140|
common_rip8/popP2-1__uniprot_Q8Y125__genbank_WP_043876564.1__species__Ralstonia_solanacearum,WP_043876564.1,Ralstonia solanacearum (strain GMI1000),Iris,cya,proven,,tr|Q8Y125|Q8Y125_RALSOType,tr|Q8Y125|Q8Y125_RALSOType_Ralstonia_solanacearum_(strain_GMI1000) III effector protein popp2 OS=Ralstonia solanacearum (strain GMI1000) GN=popP2 PE=4 SV=2|24391954|
D8NJ73,CBJ43095.1,Ralstonia solanacearum CFBP2957,,,,,,
D8NJ74,CBJ43096.1,Ralstonia solanacearum CFBP2957,,,,,,
D8NJP5,CBJ43267.1,Ralstonia solanacearum CFBP2957,,,,,,
D8NJP6,CBJ43268.1,Ralstonia solanacearum CFBP2957,,,,,,
D8NQU6,CBJ44424.1,Ralstonia solanacearum CFBP2957,,,,,,
D8P3W2,CBJ53598.1,Ralstonia solanacearum CFBP2957,,,,,,
D8P5E2,CBJ54128.1,Ralstonia solanacearum CFBP2957,,,,,,
D8P5L5,CBJ54201.1,Ralstonia solanacearum CFBP2957,,,,,,
D8P6N2,CBJ54568.1,Ralstonia solanacearum CFBP2957,,,,,,
D8P6Z5,CBJ52829.1,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_10063,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_10094,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_10208,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_11288,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_11525,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_11536,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_11850,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_11870,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_11872,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_20072,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_20073,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_20079,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_20857,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_20859,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_21172,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_21236,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_21404,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_21452-RCFBP_21453,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10024,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10032,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10070,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10151,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10201,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10324,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10565,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp10566,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20032,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20163,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20171,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20172,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20263,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20282,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20289,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20290,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20291,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20321,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20326,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20332,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20430,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20467,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20473,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20492,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20549,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20553,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp20625,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30036,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30040,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30113,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30115,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30140,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30150,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30157,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30170,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30206,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30249,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30438,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30453,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30467,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30479,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30501,,Ralstonia solanacearum CFBP2957,,,,,,
RCFBP_mp30572,,Ralstonia solanacearum CFBP2957,,,,,,
tr|D8P480|D8P480_RALSLPutative,CBJ53716.1,Ralstonia solanacearum CFBP2957,,,,,,
tr|D8P4R3|D8P4R3_RALSLAWR5,CBJ53899.1,Ralstonia solanacearum CFBP2957,,,,,,
CMR15v4_10066,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_10099,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_10195,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_10224,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_11276,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_11805,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_11806,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_11821,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_11844,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_20562,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_20568,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_20596,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_20684,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_30019,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_30624,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_30690,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_30863,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_30917,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10127,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10167,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10182,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10184,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10270,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10274,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10293,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10526-CMR15v4_mp10525,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10541,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10641,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10701,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10795,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10816,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10824,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10825,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10826,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10856,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10857,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10860,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10869,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp10884,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20011,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20102,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20105-CMR15v4_mp20106,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20114,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20237,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20317,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20341,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20344,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20380,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp20384,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30022,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30042,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30047,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30120,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30137,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30202,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30229,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30245,,Ralstonia solanacearum CMR15,,,,,,
CMR15v4_mp30324-CMR15v4_mp10691,,Ralstonia solanacearum CMR15,,,,,,
D8NC19,CBJ38007.1,Ralstonia solanacearum CMR15,,,,,,
D8NDP6,CBJ40680.1,Ralstonia solanacearum CMR15,,,,,,
D8NDP7,CBJ40681.1,Ralstonia solanacearum CMR15,,,,,,
D8NFL3,CBJ39687.1,Ralstonia solanacearum CMR15,,,,,,
D8NFW9,CBJ39793.1,Ralstonia solanacearum CMR15,,,,,,
D8NHB6,CBJ40290.1,Ralstonia solanacearum CMR15,,,,,,
D8NHX9,CBJ40503.1,Ralstonia solanacearum CMR15,,,,,,
common_rip56__uniprot_Q8XR44__genbank_CAD18175.2__species__Ralstonia_solanacearum,CAD18175.2,Ralstonia solanacearum GMI1000,Iris,cya,proven,,Q8XR44,Q8XR44_Ralstonia_solanacearum_GMI1000 typeIII
Q8XXI4,CAD15837.2,Ralstonia solanacearum GMI1000,,,,,,
common_rip18__uniprot_Q8XYF7__genbank_CAD15503.2__species__Ralstonia_solanacearum,CAD15503.2,Ralstonia solanacearum GMI1000,Iris,cya,proven,,Q8XYF7,Q8XYF7_Ralstonia_solanacearum_GMI1000 typeIII
RSc0041,,Ralstonia solanacearum GMI1000,,,,,,
RSc0227-RSc0228,,Ralstonia solanacearum GMI1000,,,,,,
common_rip3__uniprot_Q8Y2S8__genbank_WP_011000224.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc0257,RSc0257_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip4__uniprot_Q8Y2L4__genbank_WP_011000285.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc0321,RSc0321_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip11__uniprot_Q8Y0Z8__genbank_CAD14597.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc0895,RSc0895_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip12__uniprot_Q8XZP6__genbank_CAD15051.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc1349,RSc1349_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip15__uniprot_Q8XZK9__genbank_WP_011001335.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc1386,RSc1386_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip16__uniprot_Q8XZC6__genbank_WP_011001424.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc1475,RSc1475_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip20__uniprot_Q8XYB9__genbank_CAD15541.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc1839,RSc1839_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip21__uniprot_Q8XXL2__genbank_CAD15808.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc2101,RSc2101_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip22__uniprot_Q8XXI2__genbank_CAD15839.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc2132,RSc2132_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip23__uniprot_Q8XWW1__genbank_CAD16066.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc2359,RSc2359_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip24__uniprot_Q8XVQ5__genbank_WP_011002682.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc2775,RSc2775_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
RSc3174,,Ralstonia solanacearum GMI1000,,,,,,
common_rip1__uniprot_Q8Y3D9__genbank_WP_011000008.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc3272,RSc3272_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
RSc3290,,Ralstonia solanacearum GMI1000,,,,,,
common_rip26__uniprot_Q8XU25__genbank_WP_011003250.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc3369,RSc3369_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip27__uniprot_Q8XU25__genbank_WP_011003250.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSc3401,RSc3401_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
RSc3443-RSc3444,,Ralstonia solanacearum GMI1000,,,,,,
RSc3447,,Ralstonia solanacearum GMI1000,,,,,,
common_rip30__uniprot_Q8XTF2__genbank_CAD17311.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0160,RSp0160_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip31__uniprot_Q8XTC0__genbank_CAD17344.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0193,RSp0193_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
RSp0213,,Ralstonia solanacearum GMI1000,,,,,,
common_rip32__uniprot_Q8XT99__genbank_WP_011003530.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0215,RSp0215_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
RSp0216,,Ralstonia solanacearum GMI1000,,,,,,
common_rip33__uniprot_Q8XT19__genbank_WP_011003610.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0296,RSp0296_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip34__uniprot_Q8XT13__genbank_CAD17455.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0304,RSp0304_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip35__uniprot_Q8XSZ4__genbank_CAD17474.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0323,RSp0323_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
RSp0592-RSp0593,,Ralstonia solanacearum GMI1000,,,,,,
RSp0731,,Ralstonia solanacearum GMI1000,,,,,,
common_rip39__uniprot_Q8XRU9__genbank_WP_011004030.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0732,RSp0732_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip40__uniprot_Q8XRK9__genbank_CAD17973.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0822,RSp0822_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip41__uniprot_Q8XRJ3__genbank_CAD17989.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0838,RSp0838_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip43__uniprot_Q8XRI6__genbank_WP_043876844.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0845,RSp0845_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip44__uniprot_Q8XRI5__genbank_WP_011004144.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0846,RSp0846_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip47__uniprot_Q9RBS2__genbank_WP_011004172.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0875,RSp0875_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip48__uniprot_Q9RBS1__genbank_WP_011004173.1__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0876,RSp0876_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
common_rip50__uniprot_Q8XRH4__genbank_CAD18030.2__species__Ralstonia_solanacearum,,Ralstonia solanacearum GMI1000,Iris,cya,proven,,RSp0879,RSp0879_Ralstonia_solanacearum_GMI1000 sp=GMI1000 phylotype=I type=complete
